Metascore,Meta Status,# of Critic Reviews,Userscore,Userscore Status,Rating,Year,Number of Platforms,Rank,Positive %,Mixed %,Negative %,Month,NA_Sales,Global_Sales,User_Count,Publisher,Developer,Genre
75,generally favorable reviews,29.0,6.7,mixed or average reviews,M,2011.0,2,77.0,14.696485623003195,11.182108626198083,7.0287539936102235,6.0,0.43,0.93,408.0,THQ,Volition Inc.,Shooter
75,generally favorable reviews,16.0,6.7,mixed or average reviews,T,2010.0,2,72.0,6.369426751592357,4.45859872611465,2.547770700636943,6.0,1.12,2.71,613.0,Ubisoft,Ubisoft Montreal,Action
75,generally favorable reviews,10.0,7.7,generally favorable reviews,T,2008.0,1,59.0,3.8461538461538463,0.0,0.0,8.0,0.0,0.09,19.0,Electronic Arts,Electronic Arts,Simulation
75,generally favorable reviews,18.0,7.8,generally favorable reviews,T,2002.0,1,73.0,9.090909090909092,9.090909090909092,3.0303030303030303,3.0,1.72,3.07,22.0,Electronic Arts,Maxis,Simulation
75,generally favorable reviews,40.0,8.1,generally favorable reviews,M,2015.0,2,11.0,13.40909090909091,3.8636363636363633,2.1363636363636362,1.0,1.94,3.58,2969.0,Warner Bros. Interactive Entertainment,Techland,Action
75,generally favorable reviews,16.0,7.3,mixed or average reviews,E,2002.0,1,74.0,11.538461538461538,7.6923076923076925,1.9230769230769231,4.0,5.5600000000000005,8.4,63.0,Activision,Treyarch,Action
75,generally favorable reviews,12.0,7.4,mixed or average reviews,E,2002.0,1,75.0,15.789473684210526,10.526315789473683,0.0,9.0,0.71,1.27,34.0,Electronic Arts,EA Sports,Sports
75,generally favorable reviews,26.0,8.1,generally favorable reviews,T,2005.0,1,76.0,10.638297872340425,4.25531914893617,1.4184397163120568,9.0,1.51,1.93,117.0,Activision,Treyarch,Action
74,mixed or average reviews,27.0,7.7,generally favorable reviews,M,2004.0,1,73.0,7.885304659498208,6.810035842293908,0.35842293906810035,4.0,0.65,1.1400000000000001,58.0,Eidos Interactive,Io Interactive,Shooter
74,mixed or average reviews,34.0,7.5,generally favorable reviews,M,2011.0,2,88.0,19.7724039829303,7.539118065433854,3.1294452347083923,9.0,0.47,1.2000000000000002,990.0,THQ,Relic,Shooter
74,mixed or average reviews,18.0,6.7,mixed or average reviews,M,2016.0,3,30.0,6.439024390243903,4.975609756097561,4.682926829268292,2.0,1.1099999999999999,3.3,1197.0,Ubisoft,Ubisoft Montreal,Action
74,mixed or average reviews,8.0,8.1,generally favorable reviews,E,2003.0,3,92.0,13.636363636363635,0.9090909090909091,0.0,3.0,0.25,0.45999999999999996,137.0,Ubisoft,Ubisoft,Platform
74,mixed or average reviews,17.0,7.9,generally favorable reviews,T,2001.0,1,80.0,33.33333333333333,0.0,0.0,3.0,1.23,2.16,30.0,Electronic Arts,Maxis,Simulation
74,mixed or average reviews,13.0,5.3,mixed or average reviews,E,2019.0,3,86.0,20.224719101123593,7.865168539325842,12.359550561797752,10.0,0.68,2.06,718.0,Codemasters,Codemasters,Racing
74,mixed or average reviews,33.0,3.2,generally unfavorable reviews,T,2016.0,1,33.0,4.761904761904762,2.857142857142857,19.61904761904762,2.0,0.4,0.96,1652.0,Capcom,Capcom,Fighting
74,mixed or average reviews,15.0,7.4,mixed or average reviews,T,2003.0,1,94.0,17.647058823529413,11.76470588235294,5.88235294117647,4.0,0.16,0.31,24.0,Codemasters,Codemasters,Racing
74,mixed or average reviews,14.0,8.0,generally favorable reviews,E10+,2009.0,3,84.0,16.80672268907563,1.680672268907563,0.8403361344537815,9.0,0.5800000000000001,1.36,194.0,Eidos Interactive,Io Interactive,Action
74,mixed or average reviews,11.0,4.8,generally unfavorable reviews,M,2012.0,3,17.0,5.591612581128307,4.942586120818772,12.131802296555168,11.0,14.08,29.4,5041.0,Activision,Treyarch,Shooter
74,mixed or average reviews,14.0,7.3,mixed or average reviews,M,2015.0,6,60.0,5.396825396825397,6.349206349206349,3.492063492063492,3.0,0.3,1.11,549.0,Capcom,Capcom,Action
74,mixed or average reviews,9.0,7.6,generally favorable reviews,T,2007.0,1,69.0,16.666666666666664,0.0,0.0,9.0,0.01,0.03,24.0,Electronic Arts,Maxis,Simulation
74,mixed or average reviews,24.0,5.5,mixed or average reviews,T,2016.0,2,27.0,8.883553421368548,6.002400960384153,6.482593037214886,6.0,0.21,0.57,1450.0,Electronic Arts,EA DICE,Platform
74,mixed or average reviews,9.0,4.4,generally unfavorable reviews,E,2013.0,2,100.0,3.557312252964427,6.719367588932807,14.624505928853754,11.0,0.1,1.64,655.0,Konami Digital Entertainment,Konami,Action
73,mixed or average reviews,13.0,8.4,generally favorable reviews,T,2004.0,1,82.0,23.809523809523807,0.0,0.0,9.0,0.12,0.25,10.0,Square Enix,Square Enix,Role-Playing
72,mixed or average reviews,25.0,7.5,generally favorable reviews,M,2010.0,2,84.0,16.666666666666664,7.166666666666667,4.833333333333333,6.0,0.42000000000000004,0.85,829.0,Sega,Obsidian Entertainment,Role-Playing
72,mixed or average reviews,30.0,8.2,generally favorable reviews,T,2002.0,1,86.0,16.39344262295082,0.0,4.918032786885246,12.0,0.0,0.01,39.0,Microsoft Game Studios,Relic,Strategy
72,mixed or average reviews,19.0,3.6,generally unfavorable reviews,T,2015.0,2,8.0,3.6363636363636362,3.812316715542522,22.4633431085044,11.0,3.2399999999999998,5.57,1708.0,LucasArts,Pandemic Studios,Shooter
72,mixed or average reviews,10.0,4.4,generally unfavorable reviews,E10+,2006.0,2,88.0,8.823529411764707,5.88235294117647,32.35294117647059,9.0,0.82,0.98,247.0,Electronic Arts,EA Sports,Sports
72,mixed or average reviews,25.0,7.6,generally favorable reviews,M,2007.0,1,76.0,10.365853658536585,5.487804878048781,2.7439024390243905,6.0,0.14,0.19,269.0,Ubisoft,Techland,Shooter
72,mixed or average reviews,11.0,5.7,mixed or average reviews,E10+,2012.0,2,97.0,7.5829383886255926,4.739336492890995,8.056872037914692,5.0,0.1,0.41000000000000003,96.0,Codemasters,Codemasters,Racing
72,mixed or average reviews,37.0,4.7,generally unfavorable reviews,T,2011.0,2,35.0,7.972665148063782,9.111617312072893,25.05694760820046,6.0,0.46,0.93,587.0,Square Enix,Obsidian Entertainment,Role-Playing
72,mixed or average reviews,16.0,7.1,mixed or average reviews,T,2015.0,2,30.0,6.474820143884892,2.158273381294964,2.158273381294964,12.0,0.05,0.22,117.0,Electronic Arts,Maxis,Simulation
72,mixed or average reviews,24.0,6.9,mixed or average reviews,M,2009.0,2,23.0,11.254612546125461,6.088560885608856,7.011070110701106,1.0,2.82,4.75,822.0,THQ,Volition Inc.,Action
72,mixed or average reviews,32.0,6.5,mixed or average reviews,M,2006.0,3,92.0,12.380952380952381,7.142857142857142,10.476190476190476,3.0,0.89,1.09,99.0,Electronic Arts,Electronic Arts,Action
72,mixed or average reviews,9.0,7.6,generally favorable reviews,E,2003.0,1,94.0,37.5,25.0,0.0,9.0,0.1,0.16999999999999998,5.0,Codemasters,Codemasters,Racing
71,mixed or average reviews,8.0,8.6,generally favorable reviews,M,2001.0,1,90.0,9.125475285171103,1.1406844106463878,0.7604562737642585,4.0,1.36,3.8000000000000003,44.0,Eidos Interactive,Capcom,Action
71,mixed or average reviews,9.0,7.3,mixed or average reviews,E,2005.0,1,93.0,0.0,5.88235294117647,0.0,9.0,1.48,1.68,44.0,Electronic Arts,EA Canada,Sports
71,mixed or average reviews,11.0,7.8,generally favorable reviews,T,2002.0,1,93.0,22.727272727272727,0.0,4.545454545454546,12.0,0.16999999999999998,0.3,24.0,Konami Digital Entertainment,Konami,Adventure
71,mixed or average reviews,10.0,6.7,mixed or average reviews,E,2001.0,1,95.0,45.45454545454545,0.0,9.090909090909092,8.0,5.39,7.02,61.0,Electronic Arts,EA Sports,Sports
70,mixed or average reviews,42.0,7.1,mixed or average reviews,M,2009.0,1,46.0,8.21917808219178,6.8493150684931505,6.8493150684931505,4.0,0.0,0.04,204.0,THQ,Relic,Strategy
70,mixed or average reviews,18.0,6.3,mixed or average reviews,T,2008.0,2,82.0,8.21917808219178,12.32876712328767,4.10958904109589,11.0,1.8299999999999998,3.86,199.0,Activision,Treyarch,Action
70,mixed or average reviews,23.0,8.2,generally favorable reviews,M,2006.0,1,100.0,6.451612903225806,12.903225806451612,6.451612903225806,3.0,0.06,0.12000000000000001,5.0,THQ,Pandemic Studios,Strategy
70,mixed or average reviews,11.0,8.6,generally favorable reviews,M,2003.0,1,87.0,7.07070707070707,3.0303030303030303,1.0101010101010102,12.0,0.4,0.73,137.0,Eidos Interactive,Crystal Dynamics,Action
70,mixed or average reviews,8.0,7.7,generally favorable reviews,E,2000.0,1,87.0,11.11111111111111,0.0,0.0,11.0,0.06,0.16,0.0,Electronic Arts,EA Sports,Racing
70,mixed or average reviews,75.0,4.2,generally unfavorable reviews,T,2014.0,3,3.0,8.233936129280492,6.964217006540978,21.354367064255484,9.0,1.0,3.05,2057.0,Electronic Arts,Maxis,Simulation
70,mixed or average reviews,20.0,6.1,mixed or average reviews,T,2008.0,2,87.0,6.172839506172839,8.641975308641975,7.4074074074074066,9.0,1.15,2.31,256.0,Electronic Arts,Pandemic Studios,Shooter
69,mixed or average reviews,25.0,7.7,generally favorable reviews,T,2006.0,1,48.0,24.615384615384617,9.230769230769232,0.0,5.0,0.03,0.06,20.0,Eidos Interactive,Rebellion,Shooter
69,mixed or average reviews,34.0,7.0,mixed or average reviews,T,2016.0,2,38.0,20.098039215686274,4.6568627450980395,3.431372549019608,5.0,0.26,0.49,973.0,Take-Two Interactive,Gearbox Software,Shooter
69,mixed or average reviews,13.0,7.6,generally favorable reviews,E10+,2010.0,2,89.0,8.620689655172415,3.4482758620689653,1.7241379310344827,11.0,0.16,0.22,29.0,Deep Silver,Techland,Racing
69,mixed or average reviews,9.0,4.0,generally unfavorable reviews,E,2016.0,5,76.0,5.045871559633028,1.3761467889908259,11.009174311926607,9.0,0.05,0.6900000000000001,735.0,Konami Digital Entertainment,Konami,Sports
69,mixed or average reviews,18.0,6.2,mixed or average reviews,M,2013.0,5,39.0,7.02446724546172,5.130228887134964,6.787687450670877,3.0,2.1,5.22,3707.0,Capcom,Capcom,Shooter
68,mixed or average reviews,9.0,5.2,mixed or average reviews,E,2002.0,1,64.0,15.384615384615385,7.6923076923076925,38.46153846153847,10.0,1.04,1.8,22.0,Unknown,EA Sports,Racing
68,mixed or average reviews,35.0,7.4,mixed or average reviews,M,2010.0,2,14.0,9.75609756097561,5.871725383920506,5.149051490514905,2.0,0.96,2.29,1400.0,Sega,Rebellion,Shooter
67,mixed or average reviews,19.0,8.3,generally favorable reviews,M,2005.0,1,57.0,8.588957055214724,5.521472392638037,0.0,1.0,0.47,0.81,56.0,THQ,Volition Inc.,Action
66,mixed or average reviews,8.0,8.2,generally favorable reviews,M,2002.0,1,68.0,8.333333333333332,5.0,0.0,3.0,0.37,0.63,28.0,Eidos Interactive,Crystal Dynamics,Action
66,mixed or average reviews,24.0,6.1,mixed or average reviews,M,2015.0,4,75.0,5.681818181818182,7.954545454545454,5.113636363636364,1.0,0.0,0.060000000000000005,125.0,Deep Silver,Volition Inc.,Action
66,mixed or average reviews,23.0,7.2,mixed or average reviews,T,2007.0,2,13.0,17.12707182320442,3.591160220994475,9.116022099447514,6.0,1.71,2.62,259.0,Capcom,Capcom,Shooter
66,mixed or average reviews,23.0,8.1,generally favorable reviews,M,2009.0,1,35.0,16.917293233082706,5.263157894736842,3.7593984962406015,3.0,0.25,0.6900000000000001,362.0,Square Enix,Square Enix,Role-Playing
66,mixed or average reviews,13.0,7.3,mixed or average reviews,E10+,2009.0,2,79.0,14.285714285714285,4.761904761904762,4.761904761904762,11.0,2.87,5.12,74.0,Activision,Traveller's Tales,Action
66,mixed or average reviews,11.0,4.5,generally unfavorable reviews,E,2004.0,1,40.0,10.81081081081081,13.513513513513514,40.54054054054054,9.0,0.39,0.68,39.0,Electronic Arts,EA Sports,Sports
66,mixed or average reviews,12.0,4.0,generally unfavorable reviews,T,2010.0,2,80.0,3.3333333333333335,5.0,23.333333333333332,11.0,0.51,0.9199999999999999,95.0,Ubisoft,Ubisoft,Action
66,mixed or average reviews,7.0,6.8,mixed or average reviews,T,2015.0,2,78.0,11.594202898550725,3.6231884057971016,6.521739130434782,12.0,0.45999999999999996,1.34,774.0,Square Enix,Square Enix,Role-Playing
66,mixed or average reviews,21.0,6.7,mixed or average reviews,M,2012.0,3,43.0,9.713375796178344,10.987261146496815,3.662420382165605,4.0,0.8400000000000001,1.8199999999999998,253.0,505 Games,Rebellion,Shooter
66,mixed or average reviews,16.0,4.1,generally unfavorable reviews,E10+,2005.0,1,70.0,2.0202020202020203,2.0202020202020203,12.121212121212121,11.0,2.29,2.94,109.0,Electronic Arts,Electronic Arts,Action
65,mixed or average reviews,25.0,2.5,generally unfavorable reviews,M,2022.0,5,11.0,10.835214446952596,4.288939051918736,37.24604966139955,8.0,1.17,2.18,211.0,THQ,Volition Inc.,Action
65,mixed or average reviews,52.0,6.0,mixed or average reviews,T,2011.0,1,73.0,27.536231884057973,9.420289855072465,9.420289855072465,4.0,0.07,0.12,133.0,Electronic Arts,Maxis,Role-Playing
65,mixed or average reviews,8.0,4.6,generally unfavorable reviews,E10+,2007.0,3,99.0,13.636363636363635,18.181818181818183,13.636363636363635,9.0,0.38,0.5,67.0,Electronic Arts,EA Canada,Action
65,mixed or average reviews,16.0,4.6,generally unfavorable reviews,T,2006.0,2,90.0,16.666666666666664,11.11111111111111,33.33333333333333,3.0,1.53,2.01,111.0,Ubisoft,Ubisoft,Simulation
64,mixed or average reviews,10.0,5.9,mixed or average reviews,M,2003.0,2,39.0,6.521739130434782,10.869565217391305,13.043478260869565,4.0,0.61,1.65,50.0,THQ,Volition Inc.,Shooter
64,mixed or average reviews,75.0,2.2,generally unfavorable reviews,E10+,2013.0,1,2.0,4.035087719298246,3.399122807017544,37.85087719298246,3.0,0.93,2.01,4572.0,Nintendo,Maxis,Simulation
63,mixed or average reviews,15.0,6.2,mixed or average reviews,T,2010.0,2,66.0,18.095238095238095,2.857142857142857,5.714285714285714,10.0,0.6699999999999999,1.74,149.0,Capcom,Capcom,Shooter
62,mixed or average reviews,8.0,5.7,mixed or average reviews,E,2012.0,4,81.0,10.606060606060606,4.545454545454546,6.0606060606060606,11.0,0.13,0.61,102.0,Codemasters,Codemasters,Racing
61,mixed or average reviews,9.0,3.9,generally unfavorable reviews,E,2006.0,2,66.0,10.0,0.0,40.0,9.0,2.0,2.33,116.0,Electronic Arts,EA Sports,Sports
61,mixed or average reviews,27.0,6.8,mixed or average reviews,M,2014.0,1,33.0,9.615384615384617,10.384615384615385,3.3333333333333335,10.0,0.83,1.38,1409.0,Microsoft Game Studios,Crytek,Action
61,mixed or average reviews,35.0,6.1,mixed or average reviews,M,2013.0,2,69.0,10.121457489878543,8.097165991902834,4.8582995951417,4.0,0.7,1.45,773.0,Deep Silver,Techland,Action
60,mixed or average reviews,8.0,5.3,mixed or average reviews,T,2008.0,3,82.0,8.333333333333332,4.166666666666666,16.666666666666664,12.0,1.41,2.3200000000000003,55.0,Ubisoft,Ubisoft Montreal,Sports
59,mixed or average reviews,9.0,8.2,generally favorable reviews,E10+,2006.0,2,99.0,18.6046511627907,2.3255813953488373,0.0,11.0,0.22,0.28,47.0,Eidos Interactive,Traveller's Tales,Shooter
57,mixed or average reviews,13.0,6.7,mixed or average reviews,T,2002.0,1,99.0,8.695652173913043,8.695652173913043,0.0,10.0,0.6000000000000001,0.99,28.0,Ubisoft,Ubisoft,Adventure
55,mixed or average reviews,11.0,7.1,mixed or average reviews,E10+,2007.0,1,94.0,15.217391304347828,6.521739130434782,2.1739130434782608,3.0,0.9099999999999999,1.07,60.0,Ubisoft,Ubisoft Montreal,Action
52,mixed or average reviews,22.0,7.0,mixed or average reviews,T,2008.0,2,63.0,12.698412698412698,4.761904761904762,6.349206349206349,2.0,0.37,1.0999999999999999,124.0,Ubisoft,Ubisoft Montreal,Action
51,mixed or average reviews,12.0,3.5,generally unfavorable reviews,M,2011.0,2,76.0,0.5952380952380952,2.976190476190476,14.880952380952381,9.0,0.31,0.67,309.0,Ubisoft,Techland,Shooter
45,generally unfavorable reviews,40.0,3.6,generally unfavorable reviews,M,2013.0,2,26.0,5.649717514124294,7.263922518159806,14.608555286521389,2.0,0.86,2.15,2195.0,Sega,Gearbox Software,Shooter
40,generally unfavorable reviews,12.0,5.3,mixed or average reviews,M,2009.0,2,87.0,7.6923076923076925,7.6923076923076925,5.769230769230769,2.0,0.09,0.16999999999999998,60.0,Eidos Interactive,Rebellion,Shooter
29,generally unfavorable reviews,11.0,3.4,generally unfavorable reviews,M,2009.0,2,44.0,1.9736842105263157,2.631578947368421,26.973684210526315,12.0,0.2,0.24,130.0,Bethesda Softworks,Rebellion,Shooter
87,generally favorable reviews,26.0,6.3,mixed or average reviews,E,2013.0,8,2.0,6.374501992031872,3.054448871181939,5.843293492695882,11.0,2.81,16.48,2507.0,Electronic Arts,EA Canada,Sports
83,generally favorable reviews,37.0,5.7,mixed or average reviews,E,2015.0,3,33.0,16.161616161616163,8.080808080808081,12.626262626262626,8.0,5.84,7.41,334.0,Electronic Arts,EA Sports,Sports
82,generally favorable reviews,49.0,8.0,generally favorable reviews,M,2015.0,3,37.0,11.386861313868613,2.7737226277372264,1.167883211678832,3.0,0.64,1.31,464.0,Take-Two Interactive,Gearbox Software,Shooter
82,generally favorable reviews,35.0,4.1,generally unfavorable reviews,E,2016.0,3,44.0,11.180124223602485,4.3478260869565215,21.11801242236025,8.0,2.54,3.27,133.0,Electronic Arts,EA Sports,Sports
81,generally favorable reviews,37.0,6.0,mixed or average reviews,E,2014.0,3,36.0,14.479638009049776,10.407239819004525,9.049773755656108,8.0,5.7,7.26,388.0,Electronic Arts,EA Sports,Sports
80,generally favorable reviews,53.0,7.2,mixed or average reviews,E10+,2015.0,4,57.0,9.090909090909092,3.4090909090909087,3.4090909090909087,9.0,1.19,2.75,157.0,Warner Bros. Interactive Entertainment,Traveller's Tales,Action
79,generally favorable reviews,38.0,5.8,mixed or average reviews,T,2016.0,2,82.0,7.480314960629922,9.84251968503937,12.598425196850393,3.0,0.53,1.34,234.0,Electronic Arts,EA Sports,Sports
77,generally favorable reviews,27.0,7.4,mixed or average reviews,E10+,2017.0,4,98.0,22.972972972972975,8.108108108108109,2.7027027027027026,4.0,0.99,2.5700000000000003,283.0,Nintendo,TT Games,Platform
74,mixed or average reviews,13.0,5.3,mixed or average reviews,E,2013.0,4,15.0,13.492063492063492,4.761904761904762,11.11111111111111,11.0,4.88,5.8100000000000005,456.0,Electronic Arts,EA Sports,Sports
73,mixed or average reviews,10.0,5.9,mixed or average reviews,E10+,2015.0,4,93.0,11.11111111111111,7.4074074074074066,11.11111111111111,10.0,1.43,2.71,60.0,Ubisoft,Ubisoft,Misc
73,mixed or average reviews,43.0,6.9,mixed or average reviews,E10+,2014.0,8,78.0,9.79020979020979,7.6923076923076925,2.797202797202797,11.0,1.88,4.25,196.0,Warner Bros. Interactive Entertainment,TT Games,Action
72,mixed or average reviews,8.0,5.9,mixed or average reviews,E10+,2014.0,4,80.0,8.823529411764707,11.76470588235294,14.705882352941178,10.0,2.46,4.51,93.0,Ubisoft,Ubisoft,Misc
72,mixed or average reviews,33.0,8.1,generally favorable reviews,M,2016.0,2,56.0,14.324324324324325,2.9729729729729732,0.8108108108108109,11.0,0.07,0.28,73.0,Ubisoft,Ubisoft Montreal,Action
72,mixed or average reviews,47.0,6.6,mixed or average reviews,E10+,2014.0,7,82.0,6.140350877192982,4.385964912280701,2.631578947368421,4.0,0.79,2.44,169.0,Warner Bros. Interactive Entertainment,TT Games,Action
71,mixed or average reviews,70.0,7.1,mixed or average reviews,E10+,2016.0,7,93.0,9.615384615384617,4.487179487179487,0.641025641025641,1.0,0.9400000000000001,2.2199999999999998,159.0,Warner Bros. Interactive Entertainment,TT Games,Action
70,mixed or average reviews,57.0,6.1,mixed or average reviews,T,2014.0,2,92.0,8.108108108108109,11.14864864864865,8.445945945945946,6.0,0.76,1.52,431.0,Electronic Arts,EA Sports,Sports
60,mixed or average reviews,28.0,3.7,generally unfavorable reviews,E10+,2014.0,3,32.0,5.396825396825397,7.301587301587302,22.857142857142858,9.0,1.18,1.8199999999999998,578.0,Electronic Arts,EA Sports,Sports
59,mixed or average reviews,24.0,5.9,mixed or average reviews,E,2014.0,1,77.0,17.857142857142858,5.952380952380952,2.380952380952381,10.0,0.33,0.44,139.0,Electronic Arts,EA Sports,Sports
59,mixed or average reviews,27.0,6.0,mixed or average reviews,E,2015.0,1,99.0,17.333333333333336,6.666666666666667,4.0,9.0,0.19,0.29,132.0,Electronic Arts,EA Sports,Sports
43,generally unfavorable reviews,25.0,2.6,generally unfavorable reviews,E,2013.0,1,27.0,3.977272727272727,1.7045454545454544,10.227272727272728,11.0,0.31,0.44,263.0,Electronic Arts,EA Sports,Sports
80.0,generally favorable reviews,22.0,8.4,generally favorable reviews,M,2019.0,6,70.0,12.437810945273633,4.477611940298507,2.9850746268656714,5.0,4.38,7.5600000000000005,2022.0,Capcom,Capcom,Action
23.0,generally unfavorable reviews,39.0,2.8,generally unfavorable reviews,T,2013.0,1,19.0,1.8957345971563981,1.8957345971563981,6.161137440758294,11.0,0.11,0.19,211.0,Ubisoft,Ubisoft,Fighting
